uri,publication_date,buyer,cpv,amount,currency,contractors
http://ted.europa.eu/udl?uri=TED:NOTICE:341129-2020:TEXT:DE:HTML,20200721,"Universitätsmedizin Göttingen (UMG), Georg-August-Universität, Stiftung Öffentlichen Rechts, Robert-Koch-Str. 40, Göttingen, 37075, Universitätsmedizin Göttingen (UMG), G3-55, Bau- und technisches Ausschreibungswesen, +49 551-3965730, v.schroeder@med.uni-goettingen.de, +49 551-3913065730, www.med.uni-goettingen.de, https://www.vergabe.rib.de",45215100,,,
http://ted.europa.eu/udl?uri=TED:NOTICE:341709-2020:TEXT:DE:HTML,20200721,"Stadt Halle (Saale), Fachbereich Recht, Team Submission, DE 110/144/40390, Marktplatz 1, Halle (Saale), 06108, Fachbereich Recht, Team Submission, Frau Sieglinde Voigt-Kremal, +49 3452214445, sieglinde.voigt-kremal@halle.de, +49 345-2214447, www.halle.de",33157400,241124.00,EUR,"meetB, DE, Tulpenweg, Michendorf, 14552, +49 3320524990, firma@meetb.de, +49 33205249929"
http://ted.europa.eu/udl?uri=TED:NOTICE:341755-2020:TEXT:RO:HTML,20200721,"Spitalul Clinic de Urgență pentru Copii „Sf. Maria” Iași, 4701339, Str. Vasile Lupu nr. 62, Iași, 700309, Nicoleta Dogaru, +40 232264266, achizitii@sfmaria-iasi.ro, +40 232477309, http://www.sfmaria-iasi.ro, www.e-licitatie.ro",33192120,,,"Innovate IT, RO33487418, Șoseaua Ungheni nr. 2, Iași, +40 746076764, danhaliga@gmail.com, Cominf S.R.L., RO 7586277, Șoseaua Păcurari nr. 65, Iași, 700547, +40 232257422, office@cominf.ro, +40 232257422, www.cominf.ro, Innovate IT, RO33487418, Șoseaua Ungheni nr. 2, Iași, +40 746076764, danhaliga@gmail.com, Visa, RO 6146812, Str. Independenței nr. 5, Petroșani, 332079, +40 254545454, office@visa-sa.com, +40 254545261, Innovate IT, RO33487418, Șoseaua Ungheni nr. 2, Iași, +40 746076764, danhaliga@gmail.com, Unicorn Center AH S.R.L., 23536858, Str. Carpaților nr. 60, Brașov, 500168, +40 756722404, horatiu@unicorncenter.ro, www.unicorncenter.ro"
http://ted.europa.eu/udl?uri=TED:NOTICE:341766-2020:TEXT:SK:HTML,20200721,"Fakultná nemocnica s poliklinikou F.D. Roosevelta Banská Bystrica, 00165549, Nám. L.Svobodu 1, Banská Bystrica, 975 17, Mgr. Michal Bošeľa, +421 484413240, mbosela@nspbb.sk, http://www.fnspfdr.sk, http://www.uvo.gov.sk/vyhladavanie-profilov/detail/635",33157400,210755.00,EUR,"Surgitech s. r. o., 50197975, Pri suchom mlyne 58, Bratislava, 811 04, info@surgitech.sk, Elmed, s.r.o., 47043024, Neresnícka cesta 13, Zvolen, 960 01, elmed@elmed.sk"
http://ted.europa.eu/udl?uri=TED:NOTICE:341769-2020:TEXT:PL:HTML,20200721,"Górnośląskie Centrum Medyczne im. prof. Leszka Gieca Śląskiego Uniwersytetu Medycznego w Katowicach, ul. Ziołowa 45/47, Katowice, 40-635, Anna Zawada, +48 323598952, azawada@gcm.pl, +48 322029501, www.bip.gcm.pl, https://gcm.logintrade.net/",44164300,172134.50,PLN,"Przedsiębiorstwo Robót Instalacyjnych INSMED Sp. z o.o., ul. Ustrzycka 41a, Rzeszów, 35-504, Awamed Medizintechnik Arkadiusz Warzyński, ul. Zeusa 1, Mierzyn, 72-006"
http://ted.europa.eu/udl?uri=TED:NOTICE:341820-2020:TEXT:FR:HTML,20200721,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",33157100,245000,EUR,"ETS Boldoduc, 95551452600065, 15 chemin du Plateau, Dardilly, 69570, https://www.boldoduc.fr/"
http://ted.europa.eu/udl?uri=TED:NOTICE:341828-2020:TEXT:FR:HTML,20200721,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,483720,EUR,"AJ Biais, 47957603500014, 38 a rue de la Croix de Mission, Saint-Étienne, 42100, https://www.ajbiais.com/"
http://ted.europa.eu/udl?uri=TED:NOTICE:341833-2020:TEXT:FR:HTML,20200721,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,40000,EUR,"Les Tissages de Charlieu, 39460483900016, 34 rue Dorian, Charlieu, 42190, https://ltc-jacquard.com/"
http://ted.europa.eu/udl?uri=TED:NOTICE:341836-2020:TEXT:FR:HTML,20200721,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,319000,EUR,"Société nouvelle tissages Carret, 81397240300014, 40 route de Joudin — zone industrielle du Jasmin, Saint-Genix-les-Villages, 73240, https://www.tissages-carret.fr/fr/"
http://ted.europa.eu/udl?uri=TED:NOTICE:341838-2020:TEXT:FR:HTML,20200721,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,126500,EUR,"APVD, 82884509900013, 55 allée des Érables, Drumettaz-Clarafond, 73420"
http://ted.europa.eu/udl?uri=TED:NOTICE:341839-2020:TEXT:FR:HTML,20200721,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,10060,EUR,"Caeruleum, 80824409900020, 1 rue d'Algérie, Lyon, 69001"
http://ted.europa.eu/udl?uri=TED:NOTICE:341840-2020:TEXT:FR:HTML,20200721,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,1103500,EUR,"Filtration, ZAC de Chassagne, Ternay, 69360, http://www.filtrationsa.com/"
http://ted.europa.eu/udl?uri=TED:NOTICE:341881-2020:TEXT:EL:HTML,20200721,"Πανεπιστημιακό Γενικό Νοσοκομείο Αλεξανδρούπολης, GR, Δραγάνα Αλεξανδρούπολης, Αλεξανδρούπολη, 681 00, Πανεπιστημιακό Γενικό Νοσοκομείο Αλεξανδρούπολης, +30 2551353423, prosfores@pgna.gr, +30 2551353409, http://www.pgna.gr",33157400,552300.00,EUR,"Draeger Hellas Ανώνυμη Εταιρία Ιατροτεχνολογικών Προϊόντων και Προϊόντων Τεχνικής Ασφαλείας, Αθήνα, 142 31, +30 2102821809, +30 2102821214"
http://ted.europa.eu/udl?uri=TED:NOTICE:341923-2020:TEXT:FR:HTML,20200721,"Département des Alpes-Maritimes, Direction générale adjointe pour les ressources et les moyens — direction des achats et de la logistique — service des marchés — CADAM — 147 boulevard du Mercantour — Tour Jean Moulin — bureau 632, BP 3007 (du lundi au vendredi, de 9h00 à 11h45, et de 13h30 à 16h00), Nice Cedex 3, 06201, +33 497186368, marches@departement06.fr, https://www.e-marches06.fr",18143000,550000,EUR,"Medistar, Nice, Medistar, Nice"
http://ted.europa.eu/udl?uri=TED:NOTICE:341927-2020:TEXT:CS:HTML,20200721,"Nemocnice Na Homolce, 00023884, Roentgenova 37/2, Praha 5, 150 30, Bc. Martin Převrátil, +420 257273420, martin.prevratil@homolka.cz, https://www.homolka.cz/, https://www.egordion.cz/nabidkaGORDION/profilHomolka, Státní příspěvková organizace",33191000,,,
http://ted.europa.eu/udl?uri=TED:NOTICE:341941-2020:TEXT:FR:HTML,20200721,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,295412,EUR,"Ouvry, 44292938600021, 24 avenue Joannes Masset bâtiment 3, Lyon, 69009, https://www.ouvry.com/"
http://ted.europa.eu/udl?uri=TED:NOTICE:341942-2020:TEXT:FR:HTML,20200721,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,6093465,EUR,"Henitex international, 34297348400054, 999 rue Louise Michel, zone industrielle la villette, Riorges, 42153, http://www.henitex.fr/"
http://ted.europa.eu/udl?uri=TED:NOTICE:341952-2020:TEXT:FR:HTML,20200721,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,18321995,EUR,"Porcher Industries, 55362002200010, 75 route départementale 1085, Éclose, 38300, https://www.porcher-ind.com/fr"
http://ted.europa.eu/udl?uri=TED:NOTICE:341953-2020:TEXT:FR:HTML,20200721,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,5155405,EUR,"Chamatex, 32039976900019, 1285 route de Saint-Romain d'ay, Ardoix, 07290, https://chamatex.net/"
http://ted.europa.eu/udl?uri=TED:NOTICE:341959-2020:TEXT:FR:HTML,20200721,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,2061500,EUR,"Tissage Robert Blanc, 31646618400025, rue Mandarel, Bourg-Argental, 42220, http://www.tissagerobertblanc.com/"
http://ted.europa.eu/udl?uri=TED:NOTICE:341985-2020:TEXT:FR:HTML,20200721,"Département de la Manche, 22500502400081, 98 route de Candol, Saint-Lô, 50050, +33 233055550, correspondre@aws-france.com, http://marchespublicsmanche.fr, http://marchespublicsmanche.fr",18143000,1877040,EUR,"CA Diffusion, 1 avenue de Machelen, Halluin, 59250, Daltoner, 915 rue Louise Michel, Saint-Lô, 50000, Logoprom, 141-145 rue Michel Carré, Argenteuil, 95100, Deyna, 56 rue Léon Gambetta, Haubourdin, 59320, Ecoenergy — Silva Lopes & Morais, Lda, Rua Tradeiteiro, 2, Almalaguês, 3040, Gedivepro, 127 rue Jules Bournet, Montluçon, 03100, Fiprotec, 17 rue de Navarre, Cormelles-le-Royal, 14123, Logoprom, 141-145 rue Michel Carré, Argenteuil, 95100, Samuel Global Trading Ltd, 137 Namir Road, Tel Aviv, 6250757, Sacy Trading Consulting, 28 impasse des Darbounelles, Saint-Siffret, 30700, Ecoenergy — Silva Lopes & Morais, Lda, Rua Tradeiteiro, 2, Almalaguês, 304, Vegea, 5 avenue Caroline, Saint-Cloud, 92210"
http://ted.europa.eu/udl?uri=TED:NOTICE:342019-2020:TEXT:DE:HTML,20200721,"Nds. Ministerium f. Soziales, Gesundheit und Gleichstellung, DE9 Niedersachsen, Hannah-Arendt-Platz 2, Hannover, 30159, ms-bestellungen-corona-krise@ms.niedersachsen.de, www.ms.niedersachsen.de",33631600,1980000.00,EUR,"CG Chemikalien GmbH & Co. KG, Laatzen"
http://ted.europa.eu/udl?uri=TED:NOTICE:342022-2020:TEXT:FR:HTML,20200721,"Approlys, 13001909400015, 9 rue Saint-Pierre Lentin, CS 94117, Orléans, 45041, contact@approlyscentrachats.fr, https://www.approlyscentrachats.fr/, https://www.approlyscentrachats.fr/commande-publique, Centrale d'achats",18100000,533584,EUR,"Protecthoms, 12 rue Gutenberg, Château-Gontier, 53200, Gedivepro, 127 rue Jules Bournet, Montluçon, 03100, PLB, ZI avenue Jean Bonnefont, Issoudun, 36100, Protecthoms, 12 rue Gutenberg, Château-Gontier, 53200, Elacin France, Immeuble Sezac, Maurepas, 78310"
http://ted.europa.eu/udl?uri=TED:NOTICE:342069-2020:TEXT:PL:HTML,20200721,"Instytut „Pomnik – Centrum Zdrowia Dziecka”, al. Dzieci Polskich 20, Warszawa, 04-730, Marzena Krukowska, +48 228157546, zamowienia.publiczne@ipczd.pl, +48 228151015, www.czd.pl",18424300,849182.00,PLN,"Lohmann & Rauscher Polska Sp. z o.o., ul. Moniuszki 14, Pabianice, 95-200, Mercator Medical S.A., ul. Modrzejewskiej 30, Kraków, 31-327"
http://ted.europa.eu/udl?uri=TED:NOTICE:343508-2020:TEXT:EN:HTML,20200721,"Bodø kommune, 972 418 013, Kongens gate 23, Postboks 319, Bodø, 8001, roger fredriksen, +47 75555500, roger.fredriksen@bodo.kommune.no, www.siis.no, https://eu.eu-supply.com/ctm/Company/CompanyInformation/Index/250845",33191000,,,
http://ted.europa.eu/udl?uri=TED:NOTICE:344382-2020:TEXT:RO:HTML,20200722,"Spitalul Clinic Județean de Urgență Târgu Mureș, 4323209, Str. Gheorghe Marinescu nr. 50, Târgu Mureș, 540136, Alexandru Perghel, +40 265212111, achizitii@spitalmures.ro, +40 265213967, www.spitalmures.ro, www.e-licitatie.ro",33191000,,,"Three Pharm, RO 26361386, Str. Evreilor Martiri nr. 4, Târgu Mureș, 540545, +40 265268670, licitatii@threepharm.ro, +40 265268670, www.threepharm.ro"
http://ted.europa.eu/udl?uri=TED:NOTICE:344392-2020:TEXT:ES:HTML,20200722,"Oficialía Mayor del Ministerio para la Transición Ecológica y el Reto Demográfico, S2801401G, Plaza San Juan de la Cruz, 10, Madrid, 28003, Oficialía Mayor del Ministerio para la Transición Ecológica y el Reto Demográfico, eruizdev@miteco.es, https://contrataciondelestado.es, https://contrataciondelestado.es/wps/poc?uri=deeplink:perfilContratante&idBp=YJ6%2BWnVoWwSmq21uxhbaVQ%3D%3D",18143000,290000,EUR,"Ramírez Conde Suministros, S. L., B84209782, C/ Móstoles, 78, bloque 1, 2.º B, Fuenlabrada, 28942"
http://ted.europa.eu/udl?uri=TED:NOTICE:344441-2020:TEXT:FR:HTML,20200722,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,73050,EUR,"IPSA, 83068279500018, 14 rue de la Télématique, Saint-Étienne, 42000"
http://ted.europa.eu/udl?uri=TED:NOTICE:344444-2020:TEXT:FR:HTML,20200722,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,2000000,EUR,"Stof, 34014391600039, ZAC de la Gravoux, La Tourette, 42380, http://www.stof.fr/fr/"
http://ted.europa.eu/udl?uri=TED:NOTICE:344453-2020:TEXT:SV:HTML,20200722,"Östersunds kommun, 212000-2528, Östersund, 831 28, Emilie Sjöstedt, emilie.sjostedt@upphandlingskontoret.se, http://www.ostersund.se",18100000,33280000,SEK,"Swedol AB (publ), 556127-6188, Box 631, Tyresö, 135 26, Britt-Marie.Ek@grolls.se, Ahlsell Sverige AB, 556012-9206, Stockholm, 117 98, ahlsell@tenders.se, MER i Textil & Reklam Östersund Aktiebolag, 556291-2278, Chaufförvägen 23, Östersund, 831 48, avtal.profilogavokort@meri.se"
http://ted.europa.eu/udl?uri=TED:NOTICE:344502-2020:TEXT:FR:HTML,20200722,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,500000,EUR,"Maphi, 47816639000037, 1 rue de la Manufacture Baverey, Irigny, 69540"
http://ted.europa.eu/udl?uri=TED:NOTICE:344504-2020:TEXT:FR:HTML,20200722,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,65250,EUR,"Au comptoir de la caisse, 52320960900024, 13 rue des Aulnes, Limonest, 69760"
http://ted.europa.eu/udl?uri=TED:NOTICE:344509-2020:TEXT:FR:HTML,20200722,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,700000,EUR,"Sofama, 35053169500012, Lieu dit les Creux des Renards, Espinasse-Vozelle, 03110"
http://ted.europa.eu/udl?uri=TED:NOTICE:344510-2020:TEXT:FR:HTML,20200722,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,427500,EUR,"Deveaux SAS, 72578097700015, 11 chemin de la Tuilière, Saint-Vincent-de-Reins, 69240"
http://ted.europa.eu/udl?uri=TED:NOTICE:344516-2020:TEXT:FR:HTML,20200722,"Région Auvergne-Rhône-Alpes, 200 053 767 00014, 1 esplanade François Mitterrand — CS 20033, Lyon Cedex 2, 69269, +33 426733721, Centraleachat@auvergnerhonealpes.fr, https://www.auvergnerhonealpes.fr/, https://marchespublics.auvergnerhonealpes.eu/accueil/",18143000,195000,EUR,"Bélinac, 57450495700063, 27 boulevard de l'Industrie, zone industrielle les Collonges, Saint-Just-Saint-Rambert, 42170"
http://ted.europa.eu/udl?uri=TED:NOTICE:344537-2020:TEXT:DE:HTML,20200722,"Landeshauptstadt München, Kreisverwaltungsreferat, Branddirektion – Vergabestelle 9, An der Hauptfeuerwache 8, München, 80331, +49 89235382000, bfm.vergabestelle-9.kvr@muenchen.de, +49 89235382099, https://vergabe.muenchen.de/, https://vergabe.muenchen.de/",35000000,0.01,EUR,"askö GmbH, Adolph-Kolping-Straße 6, Burladingen, 72393, +49 7475/950000, info@askoe-online.de, +49 7475/9500029, askö GmbH, Adolph-Kolping-Straße 6, Burladingen, 72393, +49 7475/950000, info@askoe-online.de, +49 7475/9500029"
http://ted.europa.eu/udl?uri=TED:NOTICE:344540-2020:TEXT:FR:HTML,20200722,"Région Normandie, Abbaye aux Dames — place de la Reine Mathilde — CS 50523, Caen Cedex 1, 14035, +33 231069815, sdm-caen@normandie.fr, https://normandie.fr, https://marchespublics.normandie.fr",33157100,194104.00,EUR,"Anais France, Peyriat"
http://ted.europa.eu/udl?uri=TED:NOTICE:344544-2020:TEXT:FR:HTML,20200722,"Région Normandie, Abbaye aux Dames — place de la Reine Mathilde — CS 50523, Caen Cedex 1, 14035, +33 231069815, sdm-caen@normandie.fr, https://normandie.fr, https://marchespublics.normandie.fr",33157100,64000.00,EUR,"Marie Noëlle, Caen"
http://ted.europa.eu/udl?uri=TED:NOTICE:344552-2020:TEXT:DE:HTML,20200722,"Republik Österreich (Bund), die Bundesbeschaffung GmbH, sowie alle weiteren Auftraggeber im Sinne der §§ 4, 166 bis 168 BVergG 2018 im Bundesgebiet der Republik Österreich, im Vergabeverfahren alle vertreten durch die Bundesbeschaffung GmbH, 210220y, Lassallestraße 9b, Wien, 1020, +43 124570-0, ausschreibung@bbg.gv.at, +43 124570-99, www.bbg.gv.at, Andere Art von Auftraggeber, Auftraggeber mit unterschiedlichen Tätigkeiten",18424300,54000000.00,EUR,"SCHNAUDER und Partner GmbH, 285048p, Bahrgasse 1, Linz, 4020, bboplus GmbH, 221808p, IZ NÖ SÜD Str.9/65, Guntramsdorf, 2353, Medika MCN Tecnologia Medicinal LDA, Rua de Esparago de Baixo 1734, Espargo, Santa Maria, 4520-107, premium gmbh, frühlingstrasse 3, traustein, 83278, Lohmann&Rauscher GmBH, 111925x, Johann-Schorsch Gasse 4, Wien, 1141, Technomed GmbH, 053058b, Stattegger Str. 31b, Graz, 8045, B.Braun Austria GmbH, 113241g, Otto Braun-Straße 3-5, Maria Enzersdorf, 2344, G. & M. Kreitner Gesellschaft m.b.H., 073758v, Teichgasse 33, Guntramsdorf, 2353, KSR Group GmbH, KSR Group GmbH, Im Wirtschaftspark 15, Gedersdorf, 3494"
http://ted.europa.eu/udl?uri=TED:NOTICE:344557-2020:TEXT:FR:HTML,20200722,"Région Normandie, Abbaye aux Dames — place de la Reine Mathilde — CS 50523, Caen Cedex 1, 14035, +33 231069815, sdm-caen@normandie.fr, https://normandie.fr, https://marchespublics.normandie.fr",33157100,168000.00,EUR,"Gulbena Texteis, Fafe"
http://ted.europa.eu/udl?uri=TED:NOTICE:344565-2020:TEXT:RO:HTML,20200722,"Spitalul Clinic Municipal „Dr. Gavril Curteanu”, 4208463, Str. Corneliu Coposu nr. 12, județul Bihor, Oradea, 410469, Ileana Adina Marge, +40 259267903, spitalcopii@gmail.com, +40 259267903, www.scmo.ro, www.e-licitatie.ro",33694000,,,
http://ted.europa.eu/udl?uri=TED:NOTICE:344623-2020:TEXT:FR:HTML,20200722,"Région Normandie, Abbaye aux Dames, place de la Reine Mathilde, CS 50523, Caen Cedex 1, 14035, +33 231069815, sdm-caen@normandie.fr, https://normandie.fr, https://marchespublics.normandie.fr",33157100,48921.00,EUR,"Manufacture de parapluies de Cherbourg, Cherbourg-en-Cotentin"
http://ted.europa.eu/udl?uri=TED:NOTICE:345643-2020:TEXT:EN:HTML,20200722,"Liverpool University Hospitals NHS Foundation Trust, Prescot Street, Liverpool, L7 8XP, Sue Colbeck, sue.colbeck@liverpoolft.nhs.uk, www.liverpoolft.nhs.uk",35113400,750000.00,GBP,"Jermyn Street Design, 34 Galena Road, Hammersmith, London, W6 0LT"
http://ted.europa.eu/udl?uri=TED:NOTICE:345644-2020:TEXT:EN:HTML,20200722,"Northern Health and Social Care Trust, Antrim, BT41 2RL, Stephanie Tohill, Stephanie.Tohill@northerntrust.hscni.net, http://www.northerntrust.hscni.net, http://www.northerntrust.hscni.net",18143000,300000.00,GBP,"PJD Safety Supplies Ltd, 124 Moore Street, Aughnacloy, BT69 6AA"
http://ted.europa.eu/udl?uri=TED:NOTICE:346351-2020:TEXT:LT:HTML,20200723,"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos, 135163499, Eivenių g. 2, Kaunas, LT-50161, Daiva Žvirblytė, +370 37326297, daiva.zvirblyte@kaunoklinikos.lt, http://www.kaunoklinikos.lt, https://pirkimai.eviesiejipirkimai.lt/ctm/Company/CompanyInformation/Index/2153",33191100,,,
http://ted.europa.eu/udl?uri=TED:NOTICE:346363-2020:TEXT:FR:HTML,20200723,"Région Normandie, Abbaye aux Dames — place de la Reine Mathilde — CS 50523, Caen cedex 1, 14035, +33 231069815, sdm-caen@normandie.fr, https://normandie.fr, https://marchespublics.normandie.fr",33157100,45750.00,EUR,"BIFP, Moutiers-Tarentaise"
http://ted.europa.eu/udl?uri=TED:NOTICE:346377-2020:TEXT:BG:HTML,20200723,"Столична община, 000696327, ул. „Московска“ № 33, София, 1000, Диана Георгиева, +359 29377313, d.ivanova@sofia.bg, +359 29377324, https://www.sofia.bg/, https://platform.negometrix.com/PublicBuyerProfile/PublishedTenderInformation.aspx?isPublicProfile=false&tenderId=132394&tab=&page=1&searchParam=&sortParam=Id&sortDirection=False",39711000,198997,BGN,"„Смарт Бизнес Къмпани“ ЕООД, 201741844, ул. „Столетов“ № 127, ет. 1, ап. 1, Габрово, 5300, +359 889067777, office@smartbusiness.bg, +359 889067777"
http://ted.europa.eu/udl?uri=TED:NOTICE:346419-2020:TEXT:DE:HTML,20200723,"Republik Österreich (Bund), die Bundesbeschaffung GmbH, sowie alle weiteren Auftraggeber im Sinne der §§ 4, 166 bis 168 BVergG 2018 im Bundesgebiet der Republik Österreich, im Vergabeverfahren alle vertreten durch die Bundesbeschaffung GmbH, 210220y, Lassallestraße 9b, Wien, 1020, +43 124570-0, ausschreibung@bbg.gv.at, +43 124570-99, www.bbg.gv.at, Andere Art von Auftraggeber, Auftraggeber mit unterschiedlichen Tätigkeiten",18424300,54000000.00,EUR,"Schnauder und Partner GmbH, 285048p, Bahrgasse 1, Linz, 4020, bboplus GmbH, 221808p, IZ NÖ SÜD Str.9/65, Guntramsdorf, 2353, Medika MCN Tecnologia Medicinal LDA, Rua de Esparago de Baixo 1734, Espargo, Santa Maria, 4520-107, premium gmbh, frühlingstrasse 3, traustein, 83278, Lohmann&Rauscher GmBH, 111925x, Johann-Schorsch Gasse 4, Wien, 1141, Technomed GmbH, 053058b, Stattegger Str. 31b, Graz, 8045, B.Braun Austria GmbH, 113241g, Otto Braun-Straße 3-5, Maria Enzersdorf, 2344, G. & M. Kreitner Gesellschaft m.b.H., 073758v, Teichgasse 33, Guntramsdorf, 2353, KSR Group GmbH, 33744z, Im Wirtschaftspark 15, Gedersdorf, 3494"
http://ted.europa.eu/udl?uri=TED:NOTICE:346428-2020:TEXT:DE:HTML,20200723,"NÖ Landesgesundheitsagentur, Stattersdorfer Hauptstraße 6/C, St. Pölten, 3100, +43 27429009, office@lga-noe.at, https://www.landesgesundheitsagentur.at/",35113400,5364.83,EUR,"Haberkorn GmbH, Hohe Brücke, Wolfurt, 6961, +43 55746950, info.wolfurt@haberkorn.com, http://www.haberkorn.com/"
http://ted.europa.eu/udl?uri=TED:NOTICE:346453-2020:TEXT:DE:HTML,20200723,"NÖ Landesgesundheitsagentur, Stattersdorfer Hauptstraße 6/C, St. Pölten, 3100, +43 27429009, office@lga-noe.at, https://www.landesgesundheitsagentur.at/",35113400,15027.20,EUR,"Ansell GmbH, Neue Messe Riem, München, 81677, https://www.ansell.com/de"
http://ted.europa.eu/udl?uri=TED:NOTICE:346472-2020:TEXT:FR:HTML,20200723,"Région Normandie, CS 50523, Caen, 14035, +33 231069815, sdm-caen@normandie.fr, https://www.normandie.fr/, http://region-normandie.e-marchespublics.com",33157100,1000000,EUR,"Girodmedical, 5 rue du Nouveau Bele, Carquefou, 44470"
